ConfigName,Group,Case,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),NsPerIter,MBps,TotalRuntime(s),CompileTime(s),VectorizeRemarkCount,Vectorized,MIR_BBCount,MIR_LocalCount,LLVMIR_Vectorized,LLVMIR_VectorWidth,Status
EXP_ABL_017_ScalarReplacementOfAggregates,Matrix,mir_dependent_case,2,None,ScalarReplacementOfAggregates,493536,729264,11502,4.428255,1.554057,0,,0,0,,0,Success
EXP_ABL_017_ScalarReplacementOfAggregates,Matrix,easy_case,3,None,ScalarReplacementOfAggregates,493536,774677,10828,4.667995,1.254217,0,,0,0,,0,Success
EXP_ABL_017_ScalarReplacementOfAggregates,Matrix,mir_dependent_case,3,None,ScalarReplacementOfAggregates,493536,733454,11437,4.413797,1.254217,0,,0,0,,0,Success
EXP_ABL_018_SingleUseConsts,Matrix,easy_case,1,None,SingleUseConsts,493536,778026,10781,4.684926,1.279298,0,,0,0,,0,Success
EXP_ABL_018_SingleUseConsts,Matrix,mir_dependent_case,1,None,SingleUseConsts,493536,714072,11747,4.305652,1.279298,0,,0,0,,0,Success
EXP_ABL_018_SingleUseConsts,Matrix,easy_case,2,None,SingleUseConsts,493536,759991,11037,4.574977,1.353203,0,,0,0,,0,Success
EXP_ABL_018_SingleUseConsts,Matrix,mir_dependent_case,2,None,SingleUseConsts,493536,719337,11661,4.337187,1.353203,0,,0,0,,0,Success
EXP_ABL_018_SingleUseConsts,Matrix,easy_case,3,None,SingleUseConsts,493536,686427,12220,4.132773,1.270733,0,,0,0,,0,Success
EXP_ABL_018_SingleUseConsts,Matrix,mir_dependent_case,3,None,SingleUseConsts,493536,694146,12084,4.179699,1.270733,0,,0,0,,0,Success
EXP_ABL_019_UnreachableEnumBranching,Matrix,easy_case,1,None,UnreachableEnumBranching,493536,699402,11993,4.211908,1.421740,0,,0,0,,0,Success
EXP_ABL_019_UnreachableEnumBranching,Matrix,mir_dependent_case,1,None,UnreachableEnumBranching,493536,701326,11961,4.223361,1.421740,0,,0,0,,0,Success
EXP_ABL_019_UnreachableEnumBranching,Matrix,easy_case,2,None,UnreachableEnumBranching,493536,761338,11018,4.582978,1.223273,0,,0,0,,0,Success
EXP_ABL_019_UnreachableEnumBranching,Matrix,mir_dependent_case,2,None,UnreachableEnumBranching,493536,728109,11521,4.383373,1.223273,0,,0,0,,0,Success
EXP_ABL_019_UnreachableEnumBranching,Matrix,easy_case,3,None,UnreachableEnumBranching,493536,801304,10468,4.855957,1.553929,0,,0,0,,0,Success
EXP_ABL_019_UnreachableEnumBranching,Matrix,mir_dependent_case,3,None,UnreachableEnumBranching,493536,732686,11449,4.458609,1.553929,0,,0,0,,0,Success
EXP_ABL_020_UnreachablePropagation,Matrix,easy_case,1,None,UnreachablePropagation,493536,683274,12277,4.115719,1.448963,0,,0,0,,0,Success
EXP_ABL_020_UnreachablePropagation,Matrix,mir_dependent_case,1,None,UnreachablePropagation,493536,695850,12055,4.186858,1.448963,0,,0,0,,0,Success
EXP_ABL_020_UnreachablePropagation,Matrix,easy_case,2,None,UnreachablePropagation,493536,713382,11758,4.294189,1.446268,0,,0,0,,0,Success
EXP_ABL_020_UnreachablePropagation,Matrix,mir_dependent_case,2,None,UnreachablePropagation,493536,683867,12266,4.117865,1.446268,0,,0,0,,0,Success
EXP_ABL_020_UnreachablePropagation,Matrix,easy_case,3,None,UnreachablePropagation,493536,711686,11786,4.285103,1.575747,0,,0,0,,0,Success
EXP_ABL_020_UnreachablePropagation,Matrix,mir_dependent_case,3,None,UnreachablePropagation,493536,702025,11949,4.247649,1.575747,0,,0,0,,0,Success
EXP_000_DEFAULT,Matrix,easy_case,1,baseline,N/A,493536,738481,11359,4.471314,1.477207,0,,0,0,,0,Success
EXP_000_DEFAULT,Matrix,mir_dependent_case,1,baseline,N/A,493536,709280,11826,4.270717,1.477207,0,,0,0,,0,Success
EXP_000_DEFAULT,Matrix,easy_case,2,baseline,N/A,493536,688420,12185,4.163955,1.386103,0,,0,0,,0,Success
EXP_000_DEFAULT,Matrix,mir_dependent_case,2,baseline,N/A,493536,687752,12197,4.139411,1.386103,0,,0,0,,0,Success
EXP_000_DEFAULT,Matrix,easy_case,3,baseline,N/A,493536,691195,12136,4.161951,1.213186,0,,0,0,,0,Success
EXP_000_DEFAULT,Matrix,mir_dependent_case,3,baseline,N/A,493536,704097,11913,4.240219,1.213186,0,,0,0,,0,Success
EXP_001_DISABLE_ALL,Matrix,easy_case,1,All,N/A,493792,745288,11255,4.507291,1.751100,0,,0,0,,0,Success
EXP_001_DISABLE_ALL,Matrix,mir_dependent_case,1,All,N/A,493792,843156,9949,5.071422,1.751100,0,,0,0,,0,Success
EXP_001_DISABLE_ALL,Matrix,easy_case,2,All,N/A,493792,777654,10787,4.680550,1.291473,0,,0,0,,0,Success
EXP_001_DISABLE_ALL,Matrix,mir_dependent_case,2,All,N/A,493792,903932,9280,5.437480,1.291473,0,,0,0,,0,Success
EXP_001_DISABLE_ALL,Matrix,easy_case,3,All,N/A,493792,814705,10296,4.901769,1.419659,0,,0,0,,0,Success
EXP_001_DISABLE_ALL,Matrix,mir_dependent_case,3,All,N/A,493792,786637,10663,4.733223,1.419659,0,,0,0,,0,Success
EXP_ABL_001_disable-binop-extract-shuffle,Matrix,easy_case,1,binop-extract-shuffle,N/A,493536,793632,10569,4.774986,1.466897,0,,0,0,,0,Success
EXP_ABL_001_disable-binop-extract-shuffle,Matrix,mir_dependent_case,1,binop-extract-shuffle,N/A,493536,712563,11772,4.290621,1.466897,0,,0,0,,0,Success
EXP_ABL_001_disable-binop-extract-shuffle,Matrix,easy_case,2,binop-extract-shuffle,N/A,493536,701701,11954,4.244822,1.433188,0,,0,0,,0,Success
EXP_ABL_001_disable-binop-extract-shuffle,Matrix,mir_dependent_case,2,binop-extract-shuffle,N/A,493536,653024,12845,3.952600,1.433188,0,,0,0,,0,Success
EXP_ABL_001_disable-binop-extract-shuffle,Matrix,easy_case,3,binop-extract-shuffle,N/A,493536,713352,11759,4.293867,1.300300,0,,0,0,,0,Success
EXP_ABL_001_disable-binop-extract-shuffle,Matrix,mir_dependent_case,3,binop-extract-shuffle,N/A,493536,734606,11419,4.433186,1.300300,0,,0,0,,0,Success
EXP_ABL_002_disable-expand-reductions,Matrix,easy_case,1,expand-reductions,N/A,493568,762881,10995,4.589898,1.152691,0,,0,0,,0,Success
EXP_ABL_002_disable-expand-reductions,Matrix,mir_dependent_case,1,expand-reductions,N/A,493568,743543,11281,4.476760,1.152691,0,,0,0,,0,Success
EXP_ABL_002_disable-expand-reductions,Matrix,easy_case,2,expand-reductions,N/A,493568,705146,11896,4.245456,1.249918,0,,0,0,,0,Success
EXP_ABL_002_disable-expand-reductions,Matrix,mir_dependent_case,2,expand-reductions,N/A,493568,731715,11464,4.410127,1.249918,0,,0,0,,0,Success
EXP_ABL_002_disable-expand-reductions,Matrix,easy_case,3,expand-reductions,N/A,493568,812118,10329,4.913667,1.659407,0,,0,0,,0,Success
EXP_ABL_002_disable-expand-reductions,Matrix,mir_dependent_case,3,expand-reductions,N/A,493568,711127,11796,4.280103,1.659407,0,,0,0,,0,Success
EXP_ABL_003_disable-interleaved-load-combine,Matrix,easy_case,1,interleaved-load-combine,N/A,493536,736800,11385,4.435605,1.284659,0,,0,0,,0,Success
EXP_ABL_003_disable-interleaved-load-combine,Matrix,mir_dependent_case,1,interleaved-load-combine,N/A,493536,698152,12015,4.199879,1.284659,0,,0,0,,0,Success
EXP_ABL_003_disable-interleaved-load-combine,Matrix,easy_case,2,interleaved-load-combine,N/A,493536,742122,11303,4.506050,1.769034,0,,0,0,,0,Success
EXP_ABL_003_disable-interleaved-load-combine,Matrix,mir_dependent_case,2,interleaved-load-combine,N/A,493536,661352,12684,3.980083,1.769034,0,,0,0,,0,Success
EXP_ABL_003_disable-interleaved-load-combine,Matrix,easy_case,3,interleaved-load-combine,N/A,493536,712712,11769,4.289557,1.339762,0,,0,0,,0,Success
EXP_ABL_003_disable-interleaved-load-combine,Matrix,mir_dependent_case,3,interleaved-load-combine,N/A,493536,724685,11575,4.359652,1.339762,0,,0,0,,0,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,Matrix,easy_case,1,loop-idiom-vectorize-all,N/A,493536,738731,11355,4.445753,1.416265,0,,0,0,,0,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,Matrix,mir_dependent_case,1,loop-idiom-vectorize-all,N/A,493536,737993,11366,4.443604,1.416265,0,,0,0,,0,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,Matrix,easy_case,2,loop-idiom-vectorize-all,N/A,493536,718008,11683,4.322497,1.483988,0,,0,0,,0,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,Matrix,mir_dependent_case,2,loop-idiom-vectorize-all,N/A,493536,667936,12558,4.025114,1.483988,0,,0,0,,0,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,Matrix,easy_case,3,loop-idiom-vectorize-all,N/A,493536,716566,11706,4.315006,1.598417,0,,0,0,,0,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,Matrix,mir_dependent_case,3,loop-idiom-vectorize-all,N/A,493536,684185,12260,4.117010,1.598417,0,,0,0,,0,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,Matrix,easy_case,1,loop-idiom-vectorize-bytecmp,N/A,493536,700458,11975,4.216304,1.600271,0,,0,0,,0,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,Matrix,mir_dependent_case,1,loop-idiom-vectorize-bytecmp,N/A,493536,757991,11066,4.560907,1.600271,0,,0,0,,0,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,Matrix,easy_case,2,loop-idiom-vectorize-bytecmp,N/A,493536,701556,11957,4.255529,1.306665,0,,0,0,,0,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,Matrix,mir_dependent_case,2,loop-idiom-vectorize-bytecmp,N/A,493536,693641,12093,4.193844,1.306665,0,,0,0,,0,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,Matrix,easy_case,3,loop-idiom-vectorize-bytecmp,N/A,493536,697405,12028,4.198756,1.725227,0,,0,0,,0,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,Matrix,mir_dependent_case,3,loop-idiom-vectorize-bytecmp,N/A,493536,690506,12148,4.158026,1.725227,0,,0,0,,0,Success
EXP_ABL_006_disable-promote-alloca-to-vector,Matrix,easy_case,1,promote-alloca-to-vector,N/A,493536,685685,12233,4.127404,1.575969,0,,0,0,,0,Success
EXP_ABL_006_disable-promote-alloca-to-vector,Matrix,mir_dependent_case,1,promote-alloca-to-vector,N/A,493536,704186,11912,4.243618,1.575969,0,,0,0,,0,Success
EXP_ABL_006_disable-promote-alloca-to-vector,Matrix,easy_case,2,promote-alloca-to-vector,N/A,493536,748967,11200,4.507779,1.526768,0,,0,0,,0,Success
EXP_ABL_006_disable-promote-alloca-to-vector,Matrix,mir_dependent_case,2,promote-alloca-to-vector,N/A,493536,707986,11848,4.258142,1.526768,0,,0,0,,0,Success
EXP_ABL_006_disable-promote-alloca-to-vector,Matrix,easy_case,3,promote-alloca-to-vector,N/A,493536,721790,11621,4.344425,1.489833,0,,0,0,,0,Success
EXP_ABL_006_disable-promote-alloca-to-vector,Matrix,mir_dependent_case,3,promote-alloca-to-vector,N/A,493536,782468,10720,4.710012,1.489833,0,,0,0,,0,Success
