mir_pass,llvm_pass,y00_mean,y10_mean,y01_mean,y11_mean,y_pred_mean,ratio_y11_over_pred,ratio_y11_over_base,ratio_pred_over_base,delta,ci_low,ci_high,p_value,p_adj,significant,pattern,pattern_cn
ForceInline,2addr-hack,13.910933029225575,8.581936297626852,8.94395966643485,39.313910002413195,5.517709843374959,7.125041207017597,2.8261159707848735,0.3966455615725246,-1.9636155095790566,-2.356749764760381,-1.5704812543977322,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,machine-licm,13.910933029225575,8.58137778244591,8.811063987470952,38.637073888326114,5.4353700490787125,7.108453249632018,2.7774609946833344,0.3907264910024012,-1.961284674386615,-2.3500393365161303,-1.5725300122570998,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,global-outlining,13.910933029225575,8.581936297626852,9.022093565686275,39.53449754436124,5.565912228121704,7.102968197129245,2.841973105707787,0.40011063358785787,-1.9605127526199317,-2.36567097471245,-1.5553545305274135,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,nofree-inference,13.910933029225575,8.581936297626852,8.89841079921425,38.90296656889618,5.489609824771245,7.086654208710961,2.7965749304640224,0.3946255663252843,-1.958213326301197,-2.3544335020262217,-1.561993150576172,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,binop-extract-shuffle,13.910933029225575,8.581936297626852,9.124812719838268,39.08892655824645,5.629281754495419,6.9438568298754815,2.8099428324559,0.40466600929418767,-1.937857359328028,-2.357522795732515,-1.5181919229235408,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,vp,13.910933029225575,8.58137778244591,8.960885344451901,38.308026970573174,5.5277918630167955,6.9300776729438125,2.753807159454479,0.3973703166713131,-1.9358710213560006,-2.329100043086127,-1.5426419996258742,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,advanced-peeling,13.910933029225575,8.834091821461794,8.882646671192484,39.02444009255244,5.640895268926818,6.918128813261383,2.80530716455652,0.4055008572808037,-1.9341453303562819,-2.3330673161840862,-1.5352233445284773,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,sample-loader-inlining,13.910933029225575,8.581936297626852,9.28524412724834,39.43956328252817,5.728255138641495,6.885091939511899,2.835148670450021,0.41178080051186816,-1.9293584856879593,-2.3424144602423698,-1.5163025111335489,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,layout-fsprofile-loader,13.910933029225575,8.581936297626852,9.300157576444928,39.38318352612471,5.737455547464836,6.8642246027555975,2.8310957606786196,0.4124421802197578,-1.926323083496991,-2.3205766251596702,-1.532069541834312,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,interleaved-load-combine,13.910933029225575,8.834091821461794,9.225008993777667,39.9659803931597,5.858311324885992,6.822099095926328,2.872990640469255,0.421130007065538,-1.920167209825625,-2.3281827077635735,-1.5121517118876766,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,ondemand-mds-loading,13.910933029225575,8.581936297626852,9.590613233339896,40.13527071641142,5.916643524254108,6.783452569330031,2.8851602284398146,0.42532326996498304,-1.9144862008542178,-2.3101531301000153,-1.5188192716084203,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,cgp,13.910933029225575,8.58137778244591,9.091295648435162,38.03108355485374,5.608239384606674,6.781287485559249,2.7338988315847668,0.4031533595068199,-1.91416697854986,-2.32054637320115,-1.50778758389857,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,expand-reductions,13.910933029225575,8.581936297626852,9.339921442449477,38.99941560989292,5.761986681665646,6.768397388697047,2.803508256991733,0.4142056229844719,-1.9122643364042475,-2.311865411123837,-1.5126632616846583,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,loop-idiom-vectorize-bytecmp,13.910933029225575,8.834091821461794,8.868978008398697,38.111282695607144,5.632215030013782,6.766659740885974,2.739664019339241,0.4048768704572887,-1.9120075738647202,-2.3616604082274866,-1.4623547395019538,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,loop-idiom-vectorize-bytecmp,13.910933029225575,8.581936297626852,8.868978008398697,36.80128280360325,5.471452140070314,6.726054045888139,2.645493492513204,0.3933202847411674,-1.9059886486542363,-2.3039439581928285,-1.5080333391156442,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,whole-program-visibility,13.910933029225575,8.581936297626852,8.783684574489987,36.41835873243208,5.418832893404934,6.720701569660056,2.6179666493915614,0.38953770261279175,-1.9051925493327637,-2.3131079550104587,-1.4972771436550687,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,lftr,13.910933029225575,8.581936297626852,8.67654948427037,35.94829158028154,5.352739086643473,6.715868455083532,2.5841754470931266,0.3847864895473127,-1.904473152228285,-2.3060451416988723,-1.5029011627576974,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,vp,13.910933029225575,8.581936297626852,8.960885344451901,36.68200215153524,5.528151636907522,6.635491310809149,2.636918894977768,0.3973961793427795,-1.892432713393767,-2.29450057225686,-1.4903648545306745,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,nofree-inference,13.910933029225575,8.834091821461794,8.89841079921425,37.42375792873338,5.65090622607376,6.62261174253025,2.690240679766738,0.4062205039878872,-1.8904898151859881,-2.33066217194725,-1.4503174584247263,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,thinlto-funcattrs,13.910933029225575,8.581936297626852,9.313572270759593,38.040211460803654,5.745731344050064,6.620603920194741,2.7345549993580383,0.41303709334081457,-1.8901865924035421,-2.2962737710792127,-1.4840994137278718,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,global-outlining,13.910933029225575,8.834091821461794,9.022093565686275,37.93007958726787,5.729450556166556,6.620194941108981,2.7266380700403277,0.41186673418163355,-1.8901248168127829,-2.2921293253884065,-1.4881203082371592,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,machine-licm,13.910933029225575,8.834091821461794,8.811063987470952,36.94819907856589,5.595436923358326,6.603273271533896,2.6560547017903953,0.4022330430031425,-1.887565476322119,-2.3053339829956947,-1.4697969696485433,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,advanced-peeling,13.910933029225575,8.581936297626852,8.882646671192484,36.033647632401085,5.479884614953456,6.575621598687099,2.5903113440843795,0.39392646082334876,-1.883369113319504,-2.2823529708531005,-1.4843852557859074,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,cgp,13.910933029225575,8.581936297626852,9.091295648435162,36.753006802512786,5.608604394388793,6.55296829979359,2.6420231285204334,0.4031795985650738,-1.8799181225351433,-2.2854716219425386,-1.474364623127748,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,expand-reductions,13.910933029225575,8.834091821461794,9.339921442449477,38.564510855681746,5.931286093786327,6.50188007219586,2.7722447354653568,0.42637586431659524,-1.8720913769555105,-2.304206880872347,-1.4399758730386742,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,ra-fsprofile-loader,13.910933029225575,8.58137778244591,9.162723724123492,36.73398233104961,5.652301943204788,6.498941970927668,2.6406555371861065,0.40632083637595173,-1.8716393899490789,-2.2647372175138782,-1.4785415623842795,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,thinlto-funcattrs,13.910933029225575,8.58137778244591,9.313572270759593,37.295061287869004,5.745357410001853,6.4913387673573775,2.68098920536211,0.4130102127536228,-1.8704687910079634,-2.2998750935522025,-1.4410624884637242,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,vector-combine,13.910933029225575,8.581936297626852,9.225304258055099,36.86008838233113,5.691277019487029,6.476593610910444,2.6497207847159867,0.409122594978366,-1.868194694818781,-2.2619425311818393,-1.4744468584557229,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,2addr-hack,13.910933029225575,8.58137778244591,8.94395966643485,35.422400015867375,5.517350749039522,6.4201827339024655,2.5463712564389613,0.39661974775150466,-1.859446580521483,-2.260030027616317,-1.4588631334266489,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,licm-promotion,13.910933029225575,8.58137778244591,9.734917921966778,38.52526569395215,6.005277158188638,6.415235247122626,2.76942356152633,0.43169477888881425,-1.8586756688095032,-2.249007893790019,-1.4683434438289873,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,whole-program-visibility,13.910933029225575,8.58137778244591,8.783684574489987,34.7540105415063,5.418480234013279,6.413977543619314,2.4983234746721417,0.3895123513735244,-1.8584796001141193,-2.261471701807073,-1.4554874984211656,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,ondemand-mds-loading,13.910933029225575,8.58137778244591,9.590613233339896,37.935424604229645,5.916258467186109,6.4120634374976,2.727022301417946,0.42529558978945564,-1.8581811282569434,-2.2519835179886143,-1.4643787385252724,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,loop-idiom-vectorize-all,13.910933029225575,8.834091821461794,9.316961119385187,37.92347537035351,5.916705216876473,6.4095597093772305,2.726163319935465,0.42532770479492826,-1.8577905804887687,-2.251433257117616,-1.4641479038599212,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,sample-loader-inlining,13.910933029225575,8.58137778244591,9.28524412724834,36.23757719595691,5.727882341950365,6.326522619111251,2.6049710051673123,0.4117540016846187,-1.844750735936965,-2.235997703552307,-1.453503768321623,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,nounwind-inference,13.910933029225575,8.834091821461794,8.955219789010709,35.83372666754494,5.686982586379143,6.301008684881518,2.5759398447438153,0.40881388577109257,-1.8407097292928074,-2.2492335044677776,-1.432185954117837,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,layout-fsprofile-loader,13.910933029225575,8.834091821461794,9.300157576444928,37.13228165929784,5.906034182737479,6.287176895763719,2.669287644566067,0.42456060785638544,-1.8385121457577127,-2.238305423824222,-1.4387188676912033,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,promote-alloca-to-vector,13.910933029225575,8.834091821461794,8.57309355787084,33.99489573584472,5.444314592349798,6.244109365688276,2.4437538204248854,0.3913694775836962,-1.8316385178246302,-2.265082299287162,-1.3981947363620981,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,vector-combine,13.910933029225575,8.834091821461794,9.225304258055099,35.94885355292712,5.85849883148479,6.136188567578183,2.5842158450049273,0.4211434861469486,-1.8142037949451337,-2.2209925986926344,-1.4074149911976328,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,last-run-tracking,13.910933029225575,8.834091821461794,8.829790563863092,34.28755360811721,5.607329173504469,6.114774529401878,2.4647917962139743,0.4030879281586643,-1.8107078967343981,-2.206773350787735,-1.4146424426810613,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,lsr,13.910933029225575,8.581936297626852,9.026266901172004,34.03127400155777,5.568486843297545,6.111404221511124,2.4463689049513238,0.4002957121279121,-1.8101565702660412,-2.207687549135561,-1.4126255913965216,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,lftr,13.910933029225575,8.834091821461794,8.67654948427037,33.62192385533217,5.510013934828677,6.101967118959306,2.4169423995281725,0.396092334227521,-1.808611197712163,-2.209250821875851,-1.4079715735484752,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,machine-licm,13.910933029225575,8.581936297626852,8.811063987470952,32.925426810524755,5.435723807736519,6.057229538348303,2.3668740796430763,0.3907519212634098,-1.8012525236565744,-2.1988012882630645,-1.4037037590500843,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,loop-level-heuristics,13.910933029225575,8.581936297626852,9.395879850213671,33.852566872454396,5.796508556635501,5.840165082427417,2.433522381376814,0.4166872591836634,-1.7647590639795578,-2.1665567833877954,-1.3629613445713205,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,ra-fsprofile-loader,13.910933029225575,8.834091821461794,9.162723724123492,33.61245854770553,5.818757271243903,5.776569975485511,2.4162619773302687,0.4182866281520611,-1.7538100766883056,-2.144304570219308,-1.363315583157303,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,lsr,13.910933029225575,8.834091821461794,9.026266901172004,33.05909930127458,5.732100819006961,5.7673618006952285,2.3764832475162154,0.4120572507224606,-1.752214749044004,-2.1421742053072617,-1.3622552927807468,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,thinlto-funcattrs,13.910933029225575,8.834091821461794,9.313572270759593,34.065641118817496,5.914553139811287,5.7596305779246775,2.4488394162525804,0.4251730007890457,-1.7508733368740472,-2.139945469090396,-1.3618012046576986,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,vp,13.910933029225575,8.834091821461794,8.960885344451901,32.77077579551621,5.6905804785465435,5.758775562363427,2.355756851583417,0.4090725235030004,-1.7507248761317524,-2.150494628926619,-1.350955123336886,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,licm-promotion,13.910933029225575,8.581936297626852,9.734917921966778,33.49463567498497,6.0056680089988035,5.577170703541572,2.4077921735814454,0.4317228755527364,-1.7186816054277032,-2.1134700973024008,-1.3238931135530059,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,whole-program-visibility,13.910933029225575,8.834091821461794,8.783684574489987,30.49711931717873,5.578049718072857,5.467344476756489,2.1923129996461865,0.4009831480285251,-1.698793028126539,-2.090009747540757,-1.3075763087123211,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,licm-promotion,13.910933029225575,8.834091821461794,9.734917921966778,32.640747344786334,6.182127296305167,5.279856881027753,2.3464096388222964,0.4444078109870196,-1.6638989914848437,-2.0545754108451777,-1.2732225721245096,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,loop-level-heuristics,13.910933029225575,8.834091821461794,9.395879850213671,34.27615857039017,5.966822294796937,5.744457749358306,2.463972653622813,0.4289304162604477,-1.7482355203113573,-2.1754190809220795,-1.321051959700635,8.881784197001252e-16,2.26827104108032e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,sample-loader-inlining,13.910933029225575,8.834091821461794,9.28524412724834,30.70772440959625,5.896563446353329,5.20773238327269,2.207452537157801,0.42387979540733883,-1.6501445178856495,-2.0553925803129998,-1.2448964554582993,1.3322676295501878e-15,3.3508549470504724e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,last-run-tracking,13.910933029225575,8.759305448202015,8.829790563863092,27.212056050346966,5.559859459465345,4.894378400882055,1.95616325613652,0.3996755248396781,-1.5880872813780513,-1.9806865191153409,-1.1954880436407618,2.220446049250313e-15,5.5014036444112234e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,replace-with-vec-lib,13.910933029225575,8.581936297626852,10.331772188354677,39.11293694492533,6.373879492897588,6.136441234652908,2.811668840814106,0.4581920910342003,-1.814244970647299,-2.2633962873578657,-1.3650936539367322,2.4424906541753444e-15,5.962550714604517e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,cfi-fixup,13.910933029225575,8.834091821461794,11.250761798310172,34.21159897637589,7.144758915800758,4.78834896734113,2.459331728828002,0.5136074554302206,-1.566185668778585,-1.9546699330734787,-1.177701404483691,2.6645352591003757e-15,6.410331203053078e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,ondemand-mds-loading,13.910933029225575,8.834091821461794,9.590613233339896,33.31232380081365,6.090487083034131,5.469566447913435,2.3946865196480753,0.4378201713888339,-1.6991993533133893,-2.121210088280373,-1.2771886183464058,3.1086244689504383e-15,7.37188088351104e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,cgdata-for-merging,13.910933029225575,8.834091821461794,11.813194377530806,36.50086650122985,7.501929857374421,4.865530229578111,2.6238977949606204,0.5392830115430478,-1.5821756983071809,-1.9782538498887954,-1.1860975467255663,4.884981308350689e-15,1.1262595794252977e-13,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,global-outlining,13.910933029225575,8.759305448202015,9.022093565686275,27.044385652130746,5.680947004638379,4.760541795241101,1.944110117941982,0.40838001251988193,-1.560361484295679,-1.95085562350631,-1.169867345085048,4.884981308350689e-15,1.1262595794252977e-13,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,2addr-hack,13.910933029225575,8.834091821461794,8.94395966643485,26.945365124491676,5.679831882932648,4.744042725183456,1.9369919377716773,0.40829985098769794,-1.5568896678065252,-1.9507083598128172,-1.163070975800233,9.325873406851315e-15,2.120678062379888e-13,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,cgdata-for-merging,13.910933029225575,8.581936297626852,11.813194377530806,37.959821894904685,7.287798841850719,5.208681347915042,2.72877612271978,0.5238900098605703,-1.6503267235217671,-2.090613039101471,-1.2100404079420637,2.0317081350640365e-13,4.496847338941734e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
GVN,binop-extract-shuffle,13.910933029225575,8.57076201274343,9.124812719838268,24.117896852336784,5.621952033575541,4.289950662741227,1.7337368242422941,0.4041391056778394,-1.4562752323472736,-1.8447114270784963,-1.067839037616051,2.0095036745715333e-13,4.496847338941734e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,replace-with-vec-lib,13.910933029225575,8.834091821461794,10.331772188354677,34.50692927762506,6.561157615998645,5.259274551412055,2.480561814590669,0.4716547482626984,-1.6599930992555603,-2.1041679168587404,-1.2158182816523802,2.389199948993337e-13,5.218515678064393e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
CopyProp,vp,13.910933029225575,8.74390137673359,8.960885344451901,24.938476753255657,5.632483280272593,4.427616650119682,1.7927249524429627,0.40489615386971317,-1.487861437051596,-1.8868154024717445,-1.0889074716314473,2.6778579353958776e-13,5.7730443802041e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,cgp,13.910933029225575,8.834091821461794,9.091295648435162,25.214406401926066,5.7733971089934375,4.367343164849797,1.8125604047516402,0.41502587187100015,-1.4741548527876742,-1.871305013530604,-1.0770046920447445,3.459454944731988e-13,7.362429754173205e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,layout-fsprofile-loader,13.910933029225575,8.759305448202015,9.300157576444928,25.07721990412602,5.856035735154881,4.282286010241155,1.802698629304096,0.420966424239977,-1.4544869815476291,-1.847177983164348,-1.0617959799309102,3.8813396940895473e-13,8.155726445808417e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,cfi-fixup,13.910933029225575,8.759305448202015,11.250761798310172,30.544918530707953,7.08427385203562,4.31165129534498,2.1957490893339737,0.509259431926832,-1.4613209619101797,-1.8583794692274043,-1.064262454592955,5.453415496958769e-13,1.1315837156189446e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,machine-sink,13.910933029225575,8.759305448202015,13.37364279453216,38.25741975821324,8.420989587567197,4.543102608118259,2.750169214231566,0.6053504513231055,-1.5136101725046545,-1.9250594970757273,-1.1021608479335816,5.582201367815287e-13,1.1440067000707872e-11,True,benefit_suppressed,收益被抑制（单独改进，联合削弱或反转）
EarlyOtherwiseBranch,mergeicmps,13.910933029225575,8.759305448202015,13.252935700717732,41.42317277578761,8.34498388023872,4.963840957665534,2.9777422325850744,0.5998867123223645,-1.6021798276803318,-2.0441609837840944,-1.1601986715765693,1.2032597140887447e-12,2.435867226082093e-11,True,benefit_suppressed,收益被抑制（单独改进，联合削弱或反转）
DestinationPropagation,bitcode-version-upgrade,13.910933029225575,8.834091821461794,12.40712826317772,37.803552406855744,7.879105598977033,4.797949707865812,2.7175425492620806,0.5663966307956315,-1.5681886824671554,-2.001681908523431,-1.1346954564108795,1.3371526108585385e-12,2.674305221717077e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
CopyProp,cgp,13.910933029225575,8.74390137673359,9.091295648435162,23.34588269312777,5.714454405727933,4.085408865932472,1.6782398883008238,0.410788722346833,-1.407421812882891,-1.7981859875685806,-1.0166576381972015,1.6726620089002608e-12,3.305498731874325e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,nounwind-inference,13.910933029225575,8.759305448202015,8.955219789010709,23.49279699474341,5.638838554030108,4.166247493990227,1.6888009557221815,0.4053530084706348,-1.4270157491371358,-1.8240236743473563,-1.0300078239269153,1.8536283619141614e-12,3.6200271538558914e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,ondemand-mds-loading,13.910933029225575,8.759305448202015,9.590613233339896,26.676883277417275,6.038927120840952,4.417487203207443,1.9176918774155283,0.434113736882618,-1.4855710283670982,-1.8997873003331642,-1.0713547564010322,2.0732304761850173e-12,4.001816965659452e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,ra-fsprofile-loader,13.910933029225575,8.759305448202015,9.162723724123492,23.624648639986845,5.769497679880125,4.09474965600085,1.6982792304695635,0.4147455578830656,-1.409705581370543,-1.8059181866873346,-1.0134929760537514,3.0895286329268856e-12,5.894962678917966e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,demotion,13.910933029225575,8.759305448202015,13.839135089720386,35.92363321183463,8.714096397065315,4.122473699502887,2.5824028579795777,0.6264206993706181,-1.4164533956866663,-1.814701656096412,-1.0182051352769206,3.1437075165285933e-12,5.930175542542574e-11,True,benefit_suppressed,收益被抑制（单独改进，联合削弱或反转）
