ConfigName,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Status,MIR_First_File,MIR_Last_File,MIR_BB_First,MIR_BB_Last,MIR_TermBlocks_First,MIR_TermBlocks_Last,MIR_Goto_First,MIR_Goto_Last,MIR_SwitchInt_First,MIR_SwitchInt_Last,LLVM_LL_File,LLVM_BB,LLVM_br,LLVM_switch,ASM_S_File,ASM_JmpLike
EXP_ABL_004_DeadStoreElimination-initial,1,None,DeadStoreElimination-initial,416960,7.609149,15.064976,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_004_DeadStoreElimination-initial,2,None,DeadStoreElimination-initial,416960,7.260667,14.411783,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_004_DeadStoreElimination-initial,3,None,DeadStoreElimination-initial,416960,8.200752,15.029207,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_005_DestinationPropagation,1,None,DestinationPropagation,416960,7.385706,14.564092,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_005_DestinationPropagation,2,None,DestinationPropagation,416960,7.666190,14.676927,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_005_DestinationPropagation,3,None,DestinationPropagation,416960,7.547045,14.563583,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_006_EarlyOtherwiseBranch,1,None,EarlyOtherwiseBranch,416960,7.768273,13.483262,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_006_EarlyOtherwiseBranch,2,None,EarlyOtherwiseBranch,416960,7.205949,14.090407,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_006_EarlyOtherwiseBranch,3,None,EarlyOtherwiseBranch,416960,8.069638,12.932560,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_007_EnumSizeOpt,1,None,EnumSizeOpt,416960,7.439426,14.940111,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_007_EnumSizeOpt,2,None,EnumSizeOpt,416960,7.323332,14.395173,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_007_EnumSizeOpt,3,None,EnumSizeOpt,416960,8.102995,14.127181,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_008_ForceInline,1,None,ForceInline,416960,7.880523,14.533431,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_008_ForceInline,2,None,ForceInline,416960,7.870962,15.697136,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_008_ForceInline,3,None,ForceInline,416960,7.688941,13.881637,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_009_GVN,1,None,GVN,416960,7.469270,14.573594,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,36,60,32,41,20,11,11,,21,20,0,,18
EXP_ABL_009_GVN,2,None,GVN,416960,7.146856,14.030798,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,36,60,32,41,20,11,11,,21,20,0,,18
EXP_ABL_009_GVN,3,None,GVN,416960,7.739508,13.949556,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,36,60,32,41,20,11,11,,21,20,0,,18
EXP_ABL_010_ImpossiblePredicates,1,None,ImpossiblePredicates,416960,7.303378,17.584539,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_010_ImpossiblePredicates,2,None,ImpossiblePredicates,416960,7.871240,18.009689,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_010_ImpossiblePredicates,3,None,ImpossiblePredicates,416960,8.059483,14.418150,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_011_Inline,1,None,Inline,417160,5.216730,14.167981,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,44,60,27,41,14,11,11,,10,9,0,,11
EXP_ABL_011_Inline,2,None,Inline,417160,4.550142,16.661178,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,44,60,27,41,14,11,11,,10,9,0,,11
EXP_ABL_011_Inline,3,None,Inline,417160,5.943558,13.471981,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,44,60,27,41,14,11,11,,10,9,0,,11
EXP_ABL_012_InstSimplify-after-simplifycfg,1,None,InstSimplify-after-simplifycfg,416960,8.364812,14.285417,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,32,60,27,41,14,11,12,,21,20,0,,18
EXP_ABL_012_InstSimplify-after-simplifycfg,2,None,InstSimplify-after-simplifycfg,416960,7.299582,16.621166,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,32,60,27,41,14,11,12,,21,20,0,,18
EXP_ABL_012_InstSimplify-after-simplifycfg,3,None,InstSimplify-after-simplifycfg,416960,8.177115,14.617907,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,32,60,27,41,14,11,12,,21,20,0,,18
EXP_ABL_013_InstSimplify-before-inline,1,None,InstSimplify-before-inline,416960,7.577911,15.229430,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_013_InstSimplify-before-inline,2,None,InstSimplify-before-inline,416960,7.546589,14.436644,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_013_InstSimplify-before-inline,3,None,InstSimplify-before-inline,416960,8.335434,17.906862,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_014_JumpThreading,1,None,JumpThreading,417088,7.807860,14.043442,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,37,60,33,41,18,11,13,,21,20,0,,18
EXP_ABL_014_JumpThreading,2,None,JumpThreading,417088,6.881876,17.574564,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,37,60,33,41,18,11,13,,21,20,0,,18
EXP_ABL_014_JumpThreading,3,None,JumpThreading,417088,7.974302,14.384514,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,37,60,33,41,18,11,13,,21,20,0,,18
EXP_ABL_015_MatchBranchSimplification,1,None,MatchBranchSimplification,416960,8.832693,13.016404,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_015_MatchBranchSimplification,2,None,MatchBranchSimplification,416960,9.044034,14.669360,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_015_MatchBranchSimplification,3,None,MatchBranchSimplification,416960,8.043676,16.358659,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_016_ReferencePropagation,1,None,ReferencePropagation,416960,7.202195,14.072572,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_016_ReferencePropagation,2,None,ReferencePropagation,416960,7.957988,13.942460,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_016_ReferencePropagation,3,None,ReferencePropagation,416960,7.939750,18.595687,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_017_ScalarReplacementOfAggregates,1,None,ScalarReplacementOfAggregates,416960,8.324146,16.495469,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_017_ScalarReplacementOfAggregates,2,None,ScalarReplacementOfAggregates,416960,7.752431,17.486773,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_017_ScalarReplacementOfAggregates,3,None,ScalarReplacementOfAggregates,416960,7.230642,14.159315,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_018_SingleUseConsts,1,None,SingleUseConsts,416960,7.791948,20.093080,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_018_SingleUseConsts,2,None,SingleUseConsts,416960,7.549870,14.118629,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_018_SingleUseConsts,3,None,SingleUseConsts,416960,7.961192,15.871307,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_019_UnreachableEnumBranching,1,None,UnreachableEnumBranching,416960,8.112900,13.734533,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_019_UnreachableEnumBranching,2,None,UnreachableEnumBranching,416960,7.866032,15.459571,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_019_UnreachableEnumBranching,3,None,UnreachableEnumBranching,416960,8.134063,14.295476,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_020_UnreachablePropagation,1,None,UnreachablePropagation,416960,9.318426,16.236542,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_020_UnreachablePropagation,2,None,UnreachablePropagation,416960,7.520569,16.931818,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_020_UnreachablePropagation,3,None,UnreachablePropagation,416960,7.581955,13.876431,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_000_DEFAULT,1,baseline,N/A,416960,7.440311,14.256969,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_000_DEFAULT,2,baseline,N/A,416960,7.845712,13.812097,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_000_DEFAULT,3,baseline,N/A,416960,8.338204,14.408757,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_001_DISABLE_ALL,1,All,N/A,462864,8.563227,12.824781,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,30
EXP_001_DISABLE_ALL,2,All,N/A,462864,9.435625,12.596126,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,30
EXP_001_DISABLE_ALL,3,All,N/A,462864,8.643739,15.701413,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,30
EXP_ABL_001_disable-binop-extract-shuffle,1,binop-extract-shuffle,N/A,416960,7.926229,19.291905,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_001_disable-binop-extract-shuffle,2,binop-extract-shuffle,N/A,416960,7.926537,16.050770,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_001_disable-binop-extract-shuffle,3,binop-extract-shuffle,N/A,416960,7.363733,19.607187,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_002_disable-expand-reductions,1,expand-reductions,N/A,417008,7.796318,16.027586,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_002_disable-expand-reductions,2,expand-reductions,N/A,417008,7.803993,15.712449,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_002_disable-expand-reductions,3,expand-reductions,N/A,417008,8.792153,14.853582,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_003_disable-interleaved-load-combine,1,interleaved-load-combine,N/A,416960,7.419384,18.034485,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_003_disable-interleaved-load-combine,2,interleaved-load-combine,N/A,416960,7.670827,13.750016,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_003_disable-interleaved-load-combine,3,interleaved-load-combine,N/A,416960,7.653342,20.212208,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_004_disable-loop-idiom-vectorize-all,1,loop-idiom-vectorize-all,N/A,416960,7.395457,14.758818,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_004_disable-loop-idiom-vectorize-all,2,loop-idiom-vectorize-all,N/A,416960,7.240018,13.725743,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_004_disable-loop-idiom-vectorize-all,3,loop-idiom-vectorize-all,N/A,416960,7.758110,15.822976,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,1,loop-idiom-vectorize-bytecmp,N/A,416960,7.617922,14.454098,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,2,loop-idiom-vectorize-bytecmp,N/A,416960,7.696362,15.001042,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,3,loop-idiom-vectorize-bytecmp,N/A,416960,8.128858,14.052639,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_006_disable-promote-alloca-to-vector,1,promote-alloca-to-vector,N/A,416960,7.719654,17.950628,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_006_disable-promote-alloca-to-vector,2,promote-alloca-to-vector,N/A,416960,8.198865,15.097329,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_006_disable-promote-alloca-to-vector,3,promote-alloca-to-vector,N/A,416960,7.613382,16.092651,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_007_disable-replace-with-vec-lib,1,replace-with-vec-lib,N/A,416960,8.099939,18.631888,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_007_disable-replace-with-vec-lib,2,replace-with-vec-lib,N/A,416960,8.325549,15.627136,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_007_disable-replace-with-vec-lib,3,replace-with-vec-lib,N/A,416960,8.347691,19.398973,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_008_disable-vector-combine,1,vector-combine,N/A,416992,7.229693,12.660379,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_008_disable-vector-combine,2,vector-combine,N/A,416992,6.867104,12.198984,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_008_disable-vector-combine,3,vector-combine,N/A,416992,6.945533,12.114201,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_009_disable-advanced-peeling,1,advanced-peeling,N/A,416736,6.774841,12.444041,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_009_disable-advanced-peeling,2,advanced-peeling,N/A,416736,8.017682,13.509557,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_009_disable-advanced-peeling,3,advanced-peeling,N/A,416736,7.251168,13.369139,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_010_disable-lftr,1,lftr,N/A,416944,8.177802,17.960145,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_010_disable-lftr,2,lftr,N/A,416944,6.808883,14.308623,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_010_disable-lftr,3,lftr,N/A,416944,7.441236,12.169941,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_011_disable-licm-promotion,1,licm-promotion,N/A,417024,6.873273,12.449633,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_011_disable-licm-promotion,2,licm-promotion,N/A,417024,8.283297,12.841058,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_011_disable-licm-promotion,3,licm-promotion,N/A,417024,8.859036,12.308618,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_012_disable-loop-level-heuristics,1,loop-level-heuristics,N/A,416960,7.235110,13.554240,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_012_disable-loop-level-heuristics,2,loop-level-heuristics,N/A,416960,6.771989,12.274848,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_012_disable-loop-level-heuristics,3,loop-level-heuristics,N/A,416960,7.561690,11.831290,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_013_disable-lsr,1,lsr,N/A,415776,6.991907,12.617248,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_013_disable-lsr,2,lsr,N/A,415776,7.472459,13.909252,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_013_disable-lsr,3,lsr,N/A,415776,6.977951,14.783267,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_014_disable-machine-licm,1,machine-licm,N/A,414704,10.147776,16.248735,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_014_disable-machine-licm,2,machine-licm,N/A,414704,8.943848,15.850978,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_014_disable-machine-licm,3,machine-licm,N/A,414704,8.416826,20.627812,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_015_disable-postra-machine-licm,1,postra-machine-licm,N/A,416976,7.510571,29.111065,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_015_disable-postra-machine-licm,2,postra-machine-licm,N/A,416976,7.448841,27.758443,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
EXP_ABL_015_disable-postra-machine-licm,3,postra-machine-licm,N/A,416976,7.469320,18.691102,Success,cfg_test.workload_b.built.after.mir,cfg_test.workload_b.runtime-optimized.after.mir,80,30,60,26,41,14,11,11,,21,20,0,,18
